"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02148V02965","Type of Animal","C02196V04140","Region","UNIT","VALUE"
"AAA09","Number of Livestock in June","2018","2018","0135","Cattle: under 1 year","IE063","Midland","000 Head","245.9"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","-","State","000 Head","998.1"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","IE04","Northern and Western","000 Head","254.8"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","IE041","Border","000 Head","117.4"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","IE042","West","000 Head","137.4"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","IE05","Southern","000 Head","529.5"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","IE051","Mid-West","000 Head","204.6"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","IE052","South-East","000 Head","145.3"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","IE053","South-West","000 Head","179.6"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","IE06","Eastern and Midland","000 Head","213.8"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","IE06106","Dublin and Mid-East","000 Head","89.3"
"AAA09","Number of Livestock in June","2018","2018","01351","Cattle male: under 1 year","IE063","Midland","000 Head","124.6"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","-","State","000 Head","1080.3"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","IE04","Northern and Western","000 Head","262.9"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","IE041","Border","000 Head","122.3"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","IE042","West","000 Head","140.7"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","IE05","Southern","000 Head","597.7"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","IE051","Mid-West","000 Head","211.3"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","IE052","South-East","000 Head","158.1"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","IE053","South-West","000 Head","228.4"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","IE06","Eastern and Midland","000 Head","219.6"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","IE06106","Dublin and Mid-East","000 Head","98.2"
"AAA09","Number of Livestock in June","2018","2018","01352","Cattle female: under 1 year","IE063","Midland","000 Head","121.4"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","-","State","000 Head","2346.5"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","IE04","Northern and Western","000 Head","549.3"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","IE041","Border","000 Head","243.2"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","IE042","West","000 Head","306.2"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","IE05","Southern","000 Head","1229.6"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","IE051","Mid-West","000 Head","489.7"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","IE052","South-East","000 Head","350"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","IE053","South-West","000 Head","390"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","IE06","Eastern and Midland","000 Head","567.6"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","IE06106","Dublin and Mid-East","000 Head","248"
"AAA09","Number of Livestock in June","2018","2018","0136","Total cattle: male","IE063","Midland","000 Head","319.6"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","-","State","000 Head","5002"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","IE04","Northern and Western","000 Head","1186.8"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","IE041","Border","000 Head","554.4"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","IE042","West","000 Head","632.5"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","IE05","Southern","000 Head","2765"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","IE051","Mid-West","000 Head","961.9"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","IE052","South-East","000 Head","725.9"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","IE053","South-West","000 Head","1077.2"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","IE06","Eastern and Midland","000 Head","1050.1"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","IE06106","Dublin and Mid-East","000 Head","487.9"
"AAA09","Number of Livestock in June","2018","2018","0137","Total cattle: female","IE063","Midland","000 Head","562.3"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","-","State","000 Head","5109.3"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","IE04","Northern and Western","000 Head","2428.2"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","IE041","Border","000 Head","1015.9"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","IE042","West","000 Head","1412.3"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","IE05","Southern","000 Head","1467.9"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","IE051","Mid-West","000 Head","236.1"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","IE052","South-East","000 Head","551.7"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","IE053","South-West","000 Head","680.2"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","IE06","Eastern and Midland","000 Head","1213.2"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","IE06106","Dublin and Mid-East","000 Head","911.2"
"AAA09","Number of Livestock in June","2018","2018","02","Total sheep","IE063","Midland","000 Head","301.9"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","-","State","000 Head","2565.5"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","IE04","Northern and Western","000 Head","1224.8"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","IE041","Border","000 Head","531"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","IE042","West","000 Head","693.8"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","IE05","Southern","000 Head","754.1"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","IE051","Mid-West","000 Head","119.1"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","IE052","South-East","000 Head","274"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","IE053","South-West","000 Head","361"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","IE06","Eastern and Midland","000 Head","586.6"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","IE06106","Dublin and Mid-East","000 Head","437.5"
"AAA09","Number of Livestock in June","2018","2018","021","Breeding sheep","IE063","Midland","000 Head","149"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","-","State","000 Head","2489.5"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","IE04","Northern and Western","000 Head","1187.5"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","IE041","Border","000 Head","515.1"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","IE042","West","000 Head","672.4"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","IE05","Southern","000 Head","732.4"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","IE051","Mid-West","000 Head","114.9"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","IE052","South-East","000 Head","266.9"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","IE053","South-West","000 Head","350.6"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","IE06","Eastern and Midland","000 Head","569.6"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","IE06106","Dublin and Mid-East","000 Head","425.1"
"AAA09","Number of Livestock in June","2018","2018","0211","Ewes","IE063","Midland","000 Head","144.5"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","-","State","000 Head","2021.7"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","IE04","Northern and Western","000 Head","961.2"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","IE041","Border","000 Head","414.3"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","IE042","West","000 Head","546.9"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","IE05","Southern","000 Head","601"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","IE051","Mid-West","000 Head","94.8"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","IE052","South-East","000 Head","216.4"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","IE053","South-West","000 Head","289.8"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","IE06","Eastern and Midland","000 Head","459.5"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","IE06106","Dublin and Mid-East","000 Head","337.7"
"AAA09","Number of Livestock in June","2018","2018","02111","Ewes: 2 years and over","IE063","Midland","000 Head","121.9"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","-","State","000 Head","467.8"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","IE04","Northern and Western","000 Head","226.3"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","IE041","Border","000 Head","100.8"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","IE042","West","000 Head","125.5"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","IE05","Southern","000 Head","131.4"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","IE051","Mid-West","000 Head","20.1"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","IE052","South-East","000 Head","50.5"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","IE053","South-West","000 Head","60.8"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","IE06","Eastern and Midland","000 Head","110.1"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","IE06106","Dublin and Mid-East","000 Head","87.4"
"AAA09","Number of Livestock in June","2018","2018","02112","Ewes: under 2 years","IE063","Midland","000 Head","22.7"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","-","State","000 Head","76"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","IE04","Northern and Western","000 Head","37.3"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","IE041","Border","000 Head","15.9"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","IE042","West","000 Head","21.5"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","IE05","Southern","000 Head","21.7"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","IE051","Mid-West","000 Head","4.2"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","IE052","South-East","000 Head","7"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","IE053","South-West","000 Head","10.4"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","IE06","Eastern and Midland","000 Head","17"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","IE06106","Dublin and Mid-East","000 Head","12.5"
"AAA09","Number of Livestock in June","2018","2018","0212","Rams","IE063","Midland","000 Head","4.5"
"AAA09","Number of Livestock in June","2018","2018","022","Other sheep","-","State","000 Head","2543.9"
